num_game,winners,num_cards_until_end,first_mid
0,"[0, 2, 3]",53,[2]
0,[4],49,[2]
0,"[1, 3]",48,[3]
0,[5],47,[0]
0,"[1, 2]",49,[4]
0,"[1, 3, 5]",51,[1]
0,[0],47,[1]
0,"[2, 4, 5]",53,[1]
0,[3],49,[0]
0,[5],45,[1]
0,[1],45,[2]
0,"[3, 4]",43,[3]
0,"[1, 2]",51,[0]
0,[1],45,[3]
0,"[1, 4]",52,[1]
0,[0],49,[4]
0,[2],50,[1]
0,[0],48,"[3, 4]"
0,[5],49,[1]
0,[4],52,[1]
0,[4],52,[3]
0,[4],49,[1]
0,[0],50,[2]
0,[1],41,[1]
0,[0],52,[1]
0,"[1, 2, 4]",50,[2]
0,[4],49,[3]
0,[2],51,[5]
0,[3],50,[4]
0,[5],46,[5]
0,[3],39,[3]
0,[0],50,"[2, 5]"
0,[3],48,[4]
0,"[1, 4, 5]",51,[4]
0,[3],46,[5]
0,"[1, 5]",52,[3]
0,[5],40,[5]
0,[2],48,[2]
0,[3],43,[3]
0,[0],52,[3]
0,"[2, 5]",51,[5]
0,[4],50,[5]
0,[3],51,[2]
0,[1],48,[2]
0,[2],42,[1]
0,"[0, 4, 5]",52,[4]
0,[5],47,[0]
0,[2],40,[0]
0,[5],46,[2]
0,[1],47,[1]
0,"[2, 3]",45,[2]
0,[0],48,[5]
0,[2],50,[0]
0,[0],50,[3]
0,[4],48,[1]
0,[3],44,[0]
0,[1],48,[1]
0,"[1, 5]",50,[1]
0,[2],51,[4]
0,[0],42,[5]
0,[2],47,[1]
0,[2],49,[2]
0,"[4, 5]",51,[0]
0,[3],50,[3]
0,[2],44,[0]
0,[0],50,[5]
0,[3],43,[5]
0,[0],40,[0]
0,[0],51,"[1, 3]"
0,[2],48,[2]
0,[3],42,[3]
0,[0],50,[2]
0,"[1, 2, 3]",53,"[2, 3]"
0,"[1, 2, 3]",52,[3]
0,[2],47,[2]
0,[4],47,[5]
0,[2],44,[0]
0,[4],50,[2]
0,"[0, 1]",51,[0]
0,[0],49,[2]
0,[4],44,[5]
0,[5],47,[5]
0,[4],51,[4]
0,[2],50,[3]
0,[5],46,[4]
0,[1],49,[0]
0,[1],47,[1]
0,[1],46,"[2, 5]"
0,[3],49,[3]
0,[2],50,[3]
0,[2],44,"[1, 2, 4]"
0,"[4, 5]",44,[0]
0,[5],50,[2]
0,[4],49,[0]
0,[0],50,[0]
0,"[1, 5]",46,"[1, 4]"
0,"[1, 3]",50,[3]
0,"[4, 5]",49,[3]
0,"[0, 2, 3]",53,[2]
0,"[0, 2, 3, 5]",53,[1]
1,"[1, 4]",48,[0]
1,"[0, 2, 3, 5]",52,[0]
1,[2],45,[2]
1,[4],46,[1]
1,[2],50,[3]
1,"[0, 1, 2, 3, 4, 5]",54,[2]
1,"[0, 1, 3]",52,[2]
1,[0],51,[5]
1,[2],50,[4]
1,[4],49,[4]
1,[1],45,[1]
1,[3],50,"[1, 3]"
1,[5],50,[2]
1,[4],44,[2]
1,"[0, 3]",48,[5]
1,[0],52,[2]
1,"[1, 5]",52,[0]
1,"[2, 3]",49,[1]
1,[4],51,[3]
1,[1],50,[5]
1,"[0, 2, 4, 5]",52,"[2, 3]"
1,"[0, 3]",51,[3]
1,[0],46,[5]
