num_game,winners,num_cards_until_end,first_mid
0,[2],50,[3]
0,[2],49,[2]
0,[1],50,"[1, 3]"
0,"[1, 3]",53,[0]
0,"[1, 2]",52,[1]
0,[3],51,[2]
0,[3],51,[1]
0,[2],51,[1]
0,[1],48,[2]
0,[0],50,[0]
0,[1],48,[0]
0,[0],46,[3]
0,[1],50,[3]
0,[0],48,[2]
0,"[0, 1]",51,[1]
0,[1],48,[0]
0,[3],43,[1]
0,[0],49,[2]
0,[2],46,"[2, 3]"
0,[0],49,[0]
0,[2],52,[0]
0,[0],51,[1]
0,[3],50,"[1, 3]"
0,[0],50,[2]
0,[0],49,[0]
0,[0],44,[2]
0,[1],48,[2]
0,[0],46,[3]
0,[1],50,[0]
0,[0],48,[0]
0,[2],44,[2]
0,[3],47,[2]
0,[2],49,[2]
0,[0],50,[0]
0,"[1, 2]",53,[1]
0,"[1, 3]",51,[2]
0,[3],51,[3]
0,"[0, 3]",52,"[0, 3]"
0,[1],46,[1]
0,[3],50,[3]
0,[3],49,[2]
0,[2],50,[0]
0,"[0, 3]",51,[3]
0,"[0, 3]",53,[2]
0,[2],43,[2]
0,[0],50,[2]
0,[1],47,[3]
0,[3],51,[0]
0,[2],50,[3]
0,[3],48,[0]
0,"[0, 2, 3]",53,[2]
0,"[1, 3]",53,[1]
0,[2],49,[1]
0,"[1, 2]",50,[2]
0,[0],51,[1]
0,"[1, 3]",47,[2]
0,[1],51,[2]
0,[0],47,[2]
0,[1],53,[2]
0,[3],50,[0]
0,[0],51,[0]
0,[3],46,[3]
0,[3],48,[0]
0,[2],51,[3]
0,[2],48,[0]
0,[0],49,[1]
0,[0],46,[0]
0,[2],51,[3]
0,[0],44,[3]
0,[0],45,[0]
0,"[1, 3]",51,[3]
0,[1],48,[1]
0,[2],46,[1]
0,[1],46,[0]
0,[0],51,[2]
0,[3],51,[1]
0,[3],50,[0]
0,[1],45,[0]
0,[0],49,[0]
0,[3],50,[0]
0,[1],46,"[1, 3]"
0,[2],49,[3]
0,[3],51,[3]
0,[2],44,[3]
0,[1],51,[3]
0,[1],50,"[1, 3]"
0,[1],51,[1]
0,[0],47,[1]
0,[1],47,[0]
0,"[0, 1]",52,[1]
0,"[0, 3]",46,[3]
0,"[0, 3]",53,[3]
0,[3],49,[2]
0,[3],44,[2]
0,[0],47,[0]
0,[3],49,[3]
0,[1],46,[0]
0,[2],50,[2]
0,"[1, 3]",52,[3]
0,[0],49,[0]
1,[3],49,[2]
1,[1],51,[2]
1,[1],51,[2]
1,[1],50,[1]
1,"[0, 2]",51,[2]
1,"[1, 2]",53,[3]
1,[3],48,"[2, 3]"
1,[2],47,[3]
1,[1],49,[0]
1,[3],47,[1]
1,[3],50,"[2, 3]"
1,[1],49,[3]
1,"[2, 3]",50,[0]
1,[3],47,[3]
1,[0],50,[2]
1,[1],51,[3]
1,[2],46,[0]
1,[0],51,[2]
1,[2],51,[1]
1,[3],52,[0]
1,[1],52,[1]
1,[0],48,[1]
1,[1],51,[3]
1,[2],50,[2]
1,[3],50,[1]
1,[0],51,[1]
1,[2],50,[1]
1,[0],44,[2]
1,[1],52,[3]
1,[1],50,[1]
1,[2],40,[1]
1,[1],51,[3]
1,[3],49,[3]
1,"[0, 3]",53,[1]
1,[1],51,[2]
1,"[0, 1]",51,[3]
1,[1],50,[0]
1,"[0, 2]",51,[2]
1,[2],46,[3]
1,[1],51,[3]
1,[3],49,[2]
1,[2],46,[2]
1,[1],47,[0]
1,[3],45,[2]
1,"[1, 2]",51,[0]
1,[0],47,[2]
1,[1],51,[0]
1,[0],52,[1]
1,[3],48,[2]
1,"[0, 2, 3]",50,[3]
1,[3],43,[3]
1,"[2, 3]",50,[0]
1,[0],51,[1]
1,[3],51,[2]
1,[3],50,[1]
1,[0],52,[2]
1,[1],44,[3]
1,[0],52,[1]
1,[2],52,[1]
1,[2],46,[1]
1,[3],52,[2]
1,[0],48,[0]
1,[2],50,[1]
1,"[2, 3]",51,[0]
1,[0],51,[0]
1,[1],49,[3]
1,"[0, 2]",52,[0]
1,[0],50,[3]
1,"[0, 1]",50,[0]
1,"[1, 2, 3]",52,[0]
1,[0],46,[3]
1,[3],52,[1]
1,[1],46,[1]
1,[0],52,[0]
1,[3],40,[3]
1,[0],52,[2]
1,[0],45,[0]
1,[1],48,[1]
1,[2],50,"[2, 3]"
1,[3],48,[3]
1,[3],49,[1]
1,"[0, 3]",52,[0]
1,[0],47,[3]
1,[1],48,"[1, 2]"
1,[2],52,[3]
1,"[0, 2, 3]",52,[3]
1,[1],49,[1]
1,[0],47,"[2, 3]"
1,[2],49,[2]
1,[1],51,[3]
1,"[0, 3]",52,[3]
1,[3],51,[3]
1,[3],50,[1]
1,[0],47,[3]
1,[2],47,[0]
1,[1],49,[1]
1,[3],48,[3]
1,[1],52,[3]
1,[3],49,[3]
1,[2],48,[2]
2,[3],51,"[1, 2]"
2,[1],51,[1]
2,[0],50,[0]
2,[1],47,[2]
2,[3],49,[1]
2,[3],52,[1]
2,"[1, 2]",53,[2]
2,[0],49,[2]
2,[1],51,[2]
2,[0],45,[3]
2,[0],50,[0]
2,[1],46,[2]
2,[1],44,[1]
2,"[0, 3]",52,[3]
2,[3],47,[3]
2,[1],43,"[1, 3]"
2,[3],51,[1]
2,"[1, 3]",50,[0]
2,"[0, 1]",53,[1]
2,[3],47,[3]
2,[3],45,[3]
2,[0],49,[0]
2,[3],50,[0]
2,[3],47,[3]
2,[0],53,[2]
2,[3],44,[1]
2,[3],51,[3]
2,"[0, 3]",50,"[1, 3]"
2,[1],48,[1]
2,[0],51,[1]
2,[3],48,[2]
2,"[0, 2]",51,"[0, 3]"
2,"[0, 1]",50,[0]
2,[3],51,[3]
2,[2],51,[2]
2,[3],50,[3]
2,[0],45,[2]
2,[0],49,[0]
2,"[2, 3]",50,[3]
2,[1],49,[0]
2,"[0, 1]",53,[2]
2,[1],45,"[1, 3]"
2,"[1, 3]",52,[1]
2,[1],48,[2]
2,[3],51,[3]
2,[2],53,[0]
2,[3],51,[0]
2,[3],49,[2]
2,"[2, 3]",50,"[0, 1, 3]"
2,[0],46,[3]
2,[2],51,[3]
2,[1],51,[2]
2,[3],42,[0]
2,[0],50,[0]
2,[1],50,[2]
2,[2],48,[3]
2,[2],53,[0]
2,[1],47,"[0, 1, 3]"
2,[3],48,[3]
2,"[0, 1, 3]",52,[3]
2,"[1, 3]",53,[3]
2,[3],51,[1]
2,[0],45,[0]
2,[3],47,[3]
2,[1],52,[2]
2,[1],50,[0]
2,[2],48,[1]
2,"[0, 1]",49,[2]
2,[1],48,[2]
2,[3],49,[3]
2,[0],50,[0]
2,[1],50,[1]
2,[0],51,[1]
2,[0],52,"[2, 3]"
2,[0],51,"[0, 1]"
2,[2],50,[1]
2,"[1, 2]",50,[2]
2,"[1, 2, 3]",52,[0]
2,[2],48,[1]
2,"[0, 1]",52,[2]
2,"[1, 2]",53,[0]
2,[0],50,[0]
2,[0],50,[0]
2,[2],49,[3]
2,[0],45,[0]
2,[1],40,[1]
2,"[1, 2]",50,[1]
2,[2],52,"[2, 3]"
2,[1],48,[1]
2,[3],47,[1]
2,[0],50,[2]
2,[0],50,[3]
2,[1],52,[0]
2,[0],50,[1]
2,[3],41,[3]
2,[3],50,[1]
2,[2],49,[1]
2,[0],52,"[0, 1]"
2,[3],46,[2]
2,[2],49,[0]
3,[0],51,[0]
3,[3],47,[2]
3,[1],48,[0]
3,"[0, 2, 3]",53,[3]
3,[1],50,[2]
3,[2],49,[3]
3,[2],49,[0]
3,[1],51,[1]
3,"[1, 3]",53,[3]
3,[1],43,[0]
3,[1],49,[1]
3,[1],45,[1]
3,[2],44,[2]
3,[1],46,[3]
3,[2],51,[3]
3,[0],53,"[0, 1]"
3,[1],51,[1]
3,[3],52,[1]
3,[3],46,"[0, 2]"
3,[0],42,[1]
3,[2],48,[0]
3,"[1, 2, 3]",53,[2]
3,[1],40,[1]
3,[2],50,[3]
3,[0],50,[1]
3,[3],51,[3]
3,[3],48,[3]
3,[0],47,[1]
3,"[0, 1, 3]",53,[1]
3,[3],47,[3]
3,[0],51,[1]
3,[0],47,[0]
3,[3],51,[3]
3,[1],44,[1]
3,"[1, 3]",50,[0]
3,[3],53,[3]
3,"[0, 2]",50,[1]
3,[3],43,[1]
3,[1],44,[1]
3,[3],44,[3]
3,[3],47,[3]
3,[1],50,[2]
3,[2],44,[0]
3,[1],49,[1]
3,[1],48,"[1, 3]"
3,[1],48,[2]
3,[2],51,[0]
3,[3],48,[1]
3,[1],44,[2]
3,[2],46,[1]
3,[0],46,[0]
3,[0],50,"[2, 3]"
3,[0],50,[0]
3,"[0, 2]",47,[1]
3,[1],47,[1]
3,"[1, 3]",52,[0]
3,[3],51,[1]
3,[1],48,[3]
3,[3],50,[1]
3,[1],49,[3]
3,[1],45,"[0, 3]"
3,"[0, 2]",53,"[1, 3]"
3,[2],48,[1]
3,[2],49,[3]
3,[0],53,[1]
3,[1],52,[1]
3,[3],48,"[0, 2]"
3,[1],45,[1]
3,[0],53,[3]
3,[0],52,[3]
3,[0],49,[1]
3,[1],48,[1]
3,[3],49,[1]
3,[0],49,[0]
3,[2],49,[0]
3,[3],51,[1]
3,[3],45,[1]
3,[3],43,[3]
3,[2],50,[1]
3,[3],53,"[1, 2]"
3,[2],47,[0]
3,[2],49,[1]
3,[3],45,[3]
3,[1],52,[1]
3,[3],51,[1]
3,[3],50,[2]
3,[0],45,[2]
3,[3],48,[3]
3,[0],46,[0]
3,[2],52,[0]
3,[3],49,[1]
3,[0],47,[1]
3,[1],52,[3]
3,[2],48,[0]
3,"[1, 2]",51,[2]
3,[3],48,[0]
3,[3],50,[1]
3,[1],52,[0]
3,[1],47,[3]
3,[2],49,[3]
4,[0],50,[3]
4,[3],48,[1]
4,[2],44,[3]
4,[2],50,[2]
4,"[0, 3]",53,[1]
4,[2],51,[0]
4,[0],49,[1]
4,[3],50,[2]
4,[2],46,[2]
4,[3],44,[3]
4,[1],41,[3]
4,[0],51,[3]
4,[2],47,[2]
4,[1],51,[0]
4,[2],52,[3]
4,[0],49,[2]
4,[3],51,[3]
4,"[0, 2]",47,[1]
4,[3],49,[1]
4,[2],48,[2]
4,[3],46,[3]
4,[1],51,[2]
4,[3],49,[2]
4,[3],48,[0]
4,[1],46,[1]
4,[3],48,[2]
4,[2],45,[3]
4,[3],49,[1]
4,[0],47,"[2, 3]"
4,"[0, 2]",53,[2]
4,"[0, 2]",49,[0]
4,[2],47,[0]
4,"[1, 3]",53,[1]
4,[0],45,[3]
4,"[1, 2]",52,[2]
4,[0],46,[0]
4,[1],52,[0]
4,[3],48,[1]
4,[1],47,[1]
