num_game,winners,num_cards_until_end,first_mid
0,"[0, 8, 10]",50,[14]
0,[7],47,[1]
0,"[6, 11]",48,"[2, 6]"
0,[12],43,[13]
0,[12],36,[10]
0,[12],48,[12]
0,[9],45,[6]
0,[7],39,[0]
0,"[1, 12]",49,[8]
0,[13],43,[14]
0,[8],49,[13]
0,[5],50,[15]
0,[6],45,"[2, 5, 7]"
0,[3],45,[3]
0,[3],47,[3]
0,"[1, 14]",49,[6]
0,[2],48,[9]
0,[6],46,[12]
0,[3],41,[3]
0,[8],42,[8]
0,[3],42,[1]
0,[12],45,[4]
0,"[4, 11, 15]",50,[15]
0,"[0, 6]",51,[4]
0,[12],47,[2]
0,"[1, 10]",46,[0]
0,[0],46,[10]
0,"[6, 7, 9]",49,[6]
0,[14],48,[9]
0,[2],45,[14]
0,"[4, 8, 9]",51,[3]
0,[6],44,[14]
0,[13],46,[10]
0,[0],46,[2]
0,[9],46,[14]
0,[10],47,[10]
0,[6],48,[9]
0,[1],45,[13]
0,"[10, 14, 15]",50,[0]
0,[11],39,[5]
0,[8],47,[7]
0,[6],48,[12]
0,"[13, 14]",48,[14]
0,"[11, 14]",46,"[6, 8, 14]"
0,[13],44,[8]
0,[9],47,[10]
0,[8],37,[6]
0,"[7, 15]",46,"[6, 15]"
0,[2],38,[10]
0,"[1, 9]",51,[1]
0,[13],41,[2]
0,[15],46,[15]
0,[5],48,"[8, 9]"
0,[3],41,[12]
0,[0],45,[2]
0,"[0, 9]",47,[14]
0,[6],44,[6]
0,[1],46,[6]
0,"[2, 5]",48,[12]
0,[0],47,"[2, 8]"
0,[6],41,[7]
0,[9],42,[2]
0,[0],46,[6]
0,[8],48,[1]
0,[3],44,[10]
0,[6],47,[8]
0,[4],47,"[4, 9]"
0,[14],46,[12]
0,[10],48,[8]
0,[11],42,[0]
0,[12],49,"[3, 13]"
0,[3],44,[8]
0,"[1, 6]",47,"[2, 3]"
0,[10],46,[11]
0,[8],40,[14]
0,[5],41,"[2, 9]"
0,[11],48,[2]
0,[9],50,"[4, 7]"
0,[13],49,[0]
0,[12],44,[12]
0,"[4, 6, 7]",52,[11]
0,[3],46,"[4, 14]"
0,[11],44,[10]
0,[3],43,[10]
0,"[1, 2, 7]",47,[2]
0,[12],44,[12]
0,[15],48,[6]
0,"[6, 15]",49,[1]
0,[6],47,[0]
0,[6],44,[6]
0,[10],42,[2]
0,[2],44,[4]
0,"[7, 15]",50,"[8, 12]"
0,[8],42,[0]
0,[14],48,[2]
0,"[7, 11]",47,[11]
0,[3],46,[2]
0,[12],46,[15]
