num_game,winners,num_cards_until_end,first_mid
0,[961],37,[436]
0,[826],35,[718]
0,[824],37,[705]
0,[919],33,[509]
0,[900],39,[186]
0,[353],35,"[301, 904]"
0,"[120, 508]",37,"[34, 191, 443, 728, 887, 952]"
0,"[717, 974]",38,"[260, 362]"
0,"[128, 227, 988]",39,"[118, 383]"
0,[609],38,"[734, 854]"
0,[960],40,[923]
0,[451],37,[278]
0,"[289, 804]",39,[264]
0,"[228, 474]",38,[652]
0,[830],39,[492]
0,[866],40,"[321, 430, 800]"
0,[782],35,"[861, 865]"
0,[396],35,[552]
0,[599],38,[908]
0,[294],37,[867]
0,[934],38,[632]
0,[798],35,"[298, 311]"
0,[998],33,[183]
0,"[442, 862]",39,[318]
0,[947],36,"[477, 756]"
0,[828],38,[202]
0,[232],39,[197]
0,"[119, 420]",40,"[433, 458]"
0,"[406, 488]",38,[198]
0,[151],38,[280]
0,[284],38,"[380, 620]"
0,[731],37,"[504, 877]"
0,[11],36,[799]
0,[688],37,[134]
0,[281],37,[378]
0,[794],37,[303]
0,[124],39,[333]
0,[268],38,[141]
0,[395],36,[434]
0,"[47, 261]",39,[291]
0,[381],37,"[64, 623]"
0,[732],37,[153]
0,[778],40,[14]
0,"[576, 820]",37,[536]
0,[118],38,"[94, 679, 790, 930]"
0,[733],35,"[56, 752]"
0,"[382, 441]",38,"[266, 596, 814]"
0,[792],39,[56]
0,[440],36,[295]
0,[51],38,[987]
0,[713],39,"[427, 936]"
0,[53],36,"[243, 331]"
0,[545],36,"[153, 398]"
0,[332],40,[368]
0,"[406, 718]",40,[484]
0,[922],36,"[254, 800, 872]"
0,"[27, 819]",38,"[342, 921]"
0,[666],38,[49]
0,[178],35,"[178, 778]"
0,"[264, 970]",39,[716]
0,[423],38,[2]
0,[134],35,"[218, 443]"
0,[833],34,[739]
0,"[214, 326, 741]",40,[736]
0,[163],39,[717]
0,[726],37,[447]
0,[324],38,"[360, 908]"
0,[306],38,[721]
0,[987],36,"[36, 455]"
0,[239],39,"[42, 435]"
0,"[219, 231]",38,[361]
0,[644],33,[100]
0,"[105, 231, 880, 967, 973]",41,[783]
0,[652],38,"[68, 491]"
0,[312],39,[37]
0,"[238, 669]",39,"[0, 787]"
0,[475],33,[769]
0,[982],38,[680]
0,[152],34,"[683, 846, 857]"
0,[833],37,[222]
0,"[274, 445]",38,[463]
0,"[152, 218, 839]",39,[449]
0,[309],31,[114]
0,"[452, 726]",39,[337]
0,[72],39,"[168, 256]"
0,"[489, 507]",40,"[302, 983]"
0,[907],37,"[650, 802]"
0,[226],39,"[81, 321]"
0,[739],36,"[26, 706]"
0,[321],37,[881]
0,"[1, 570]",40,"[660, 864, 945, 980]"
0,"[474, 670, 984]",41,"[178, 542, 543]"
0,[629],33,[654]
0,[231],37,[814]
0,"[142, 371, 689, 831]",41,[543]
0,"[110, 164, 341, 821]",40,"[66, 960, 996]"
0,[48],37,"[561, 860]"
0,[516],38,[992]
0,[991],40,[426]
0,[141],38,"[69, 83, 345, 645, 815, 986]"
0,[686],37,"[17, 611, 867]"
0,[159],36,[219]
0,[549],37,[292]
0,[726],38,[370]
0,"[569, 755]",39,"[481, 979]"
0,[749],40,"[263, 476]"
0,"[136, 344, 364, 456]",39,"[847, 880]"
0,[569],40,[562]
0,"[113, 348]",40,[539]
0,[374],41,[792]
0,[647],38,[546]
0,"[547, 891]",37,"[451, 823]"
0,[561],39,[575]
0,[105],40,[981]
0,[242],39,[402]
0,[663],37,[276]
0,[824],38,[242]
0,"[110, 636]",41,"[20, 362]"
0,[997],34,[571]
0,[983],36,"[7, 269, 639]"
0,[790],37,[948]
0,[292],38,[333]
0,[39],37,[262]
0,"[182, 647]",41,"[51, 288]"
0,[29],37,"[684, 692, 759, 791, 908]"
0,[939],35,[794]
0,[692],37,[412]
0,[213],36,[407]
0,[554],36,[135]
0,[399],38,[677]
0,[137],41,[133]
0,"[489, 878]",39,"[188, 540, 773, 890]"
0,[343],35,"[423, 640]"
0,[359],38,[245]
0,"[22, 94, 952]",40,"[534, 830]"
0,[476],36,"[291, 778]"
0,[675],39,[580]
0,[618],38,"[374, 998]"
0,[336],36,[892]
0,[556],37,[915]
0,[57],39,[321]
0,[768],38,[732]
0,[141],38,[14]
0,[359],36,[546]
