num_game,winners,num_cards_until_end,first_mid
0,[4],43,[3]
0,[2],45,"[2, 4]"
0,"[1, 3, 5]",51,[5]
0,[4],50,[2]
0,[5],50,[4]
0,[2],50,"[1, 3]"
0,"[0, 2]",51,[4]
0,[6],45,[6]
0,[1],45,[4]
0,[1],51,[4]
0,[2],48,[3]
0,[4],49,[2]
0,[3],50,[3]
0,[5],49,[6]
0,[1],44,[1]
0,"[0, 1]",49,"[1, 5]"
0,[3],49,[1]
0,[0],42,[6]
0,"[1, 5]",49,[3]
0,[0],50,[5]
0,[5],49,[4]
0,[5],52,[4]
0,[3],47,[4]
0,[2],45,"[1, 3]"
0,[6],49,[4]
0,[3],49,[4]
0,[6],48,[4]
0,[3],47,[3]
0,[2],45,[5]
0,[4],44,[1]
0,"[0, 2]",49,"[0, 3]"
0,[0],46,[0]
0,[2],41,[0]
0,[6],47,"[0, 3]"
0,[5],47,[5]
0,[5],50,"[2, 3]"
0,"[1, 5]",51,[0]
0,[6],47,[2]
0,[5],45,[5]
0,[5],52,"[3, 4]"
0,[1],49,"[5, 6]"
0,[4],46,"[1, 3]"
0,[3],49,[3]
0,[0],49,[0]
0,"[1, 3, 5]",51,"[1, 3]"
0,[5],49,"[1, 5]"
0,[4],49,[4]
0,[1],46,"[0, 1]"
0,[1],49,[1]
0,[3],47,[4]
0,"[1, 5]",50,[2]
0,[3],48,[3]
0,[6],50,[6]
0,[2],43,[5]
0,"[2, 3]",50,[5]
0,[2],48,[1]
0,[6],50,[4]
0,[4],44,[0]
0,[5],47,[3]
0,[5],51,[3]
0,[4],47,[4]
0,[6],45,[5]
0,"[0, 6]",49,[0]
0,[5],49,[6]
0,[4],48,[3]
0,[4],47,[3]
0,[5],50,"[1, 3]"
0,[0],50,[2]
0,"[1, 3]",49,"[3, 6]"
0,[2],47,"[0, 2]"
0,[3],47,[5]
0,[5],50,[2]
0,[2],48,[2]
0,[4],45,[4]
0,[1],48,[4]
0,[3],50,[0]
0,[5],49,[5]
0,"[1, 3]",49,[3]
0,"[0, 2]",49,[3]
0,[2],48,[2]
0,[2],46,[0]
0,[4],50,[1]
0,[6],42,[2]
0,[3],49,[3]
0,[6],50,[2]
0,"[1, 3, 5]",50,[3]
0,"[2, 6]",50,[6]
0,[3],51,[1]
0,[6],48,[6]
0,[2],51,"[0, 6]"
0,[4],45,[0]
0,[1],47,[1]
0,[5],43,[6]
0,[5],50,[3]
0,[4],48,[0]
0,[5],49,[5]
0,"[0, 3]",52,[4]
0,"[1, 5]",50,[5]
0,[6],48,[0]
0,[4],48,[2]
1,[2],49,"[2, 3]"
1,[4],44,[0]
1,"[1, 3]",45,[1]
1,[2],50,[3]
1,[1],47,[6]
1,[6],48,[0]
1,[2],51,[2]
1,[0],49,[2]
1,[0],48,[0]
1,[0],49,"[0, 2]"
1,[0],49,"[3, 6]"
1,[2],46,[2]
1,[4],47,[2]
1,"[4, 6]",50,[3]
1,[6],46,[6]
1,"[1, 3]",47,[5]
1,[6],50,"[0, 6]"
1,"[1, 4]",51,[4]
1,[2],48,[5]
1,[2],50,[1]
1,"[3, 6]",45,[4]
1,[5],49,[3]
1,[1],46,"[2, 5]"
1,[0],43,[0]
1,[6],49,[2]
1,[5],50,[0]
1,[3],43,[3]
1,[4],47,"[0, 5]"
1,[4],51,[4]
1,[1],47,[0]
1,[2],49,[2]
1,[2],48,[6]
1,[3],50,[0]
1,[1],48,"[1, 5]"
1,[4],44,[3]
1,[2],47,[5]
1,[1],47,[5]
1,[1],44,[2]
1,[3],51,[5]
1,[2],49,[1]
1,"[0, 4]",49,[5]
1,"[1, 6]",48,[3]
1,[6],43,[5]
1,[4],48,[6]
1,[3],48,"[0, 3]"
1,[0],46,"[0, 3]"
1,[2],51,[3]
1,[1],50,[6]
1,[2],46,"[4, 5]"
1,[4],46,"[1, 6]"
1,[5],46,"[1, 5]"
1,[3],41,[0]
1,[0],45,[4]
1,[6],49,[3]
1,[5],48,[2]
1,[0],49,[2]
1,[0],48,[2]
1,[3],47,[4]
1,"[0, 5]",50,[5]
1,"[4, 6]",51,[0]
1,[3],49,[6]
1,[3],46,[3]
1,[5],46,[6]
1,[4],49,[2]
1,[2],39,[4]
1,[2],48,[5]
1,"[1, 6]",52,[4]
1,[3],49,[2]
1,[2],48,[5]
1,[1],47,[5]
1,[3],49,"[2, 4]"
1,[0],48,[2]
1,[1],48,[4]
1,[4],49,"[4, 5]"
1,[5],39,[5]
1,[4],49,[4]
